iso3_country,sector,subsector,start_time,end_time,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
ABW,transportation,international-aviation,2015-01-01 00:00:00,2015-12-31 00:00:00,co2,283148.62431988027,,annual,,
ABW,transportation,international-aviation,2016-01-01 00:00:00,2016-12-31 00:00:00,co2,284009.65452312195,,annual,,
ABW,transportation,international-aviation,2017-01-01 00:00:00,2017-12-31 00:00:00,co2,293660.6790726085,,annual,,
ABW,transportation,international-aviation,2018-01-01 00:00:00,2018-12-31 00:00:00,co2,295681.6134557571,,annual,,
ABW,transportation,international-aviation,2019-01-01 00:00:00,2019-12-31 00:00:00,co2,305325.4831172532,,annual,,
ABW,transportation,international-aviation,2020-01-01 00:00:00,2020-12-31 00:00:00,co2,154091.70359308127,,annual,,
ABW,transportation,international-aviation,2021-01-01 00:00:00,2021-12-31 00:00:00,co2,272475.303413971,,annual,,
ABW,transportation,international-aviation,2022-01-01 00:00:00,2022-12-31 00:00:00,co2,296188.71745945973,,annual,,
ABW,transportation,international-aviation,2023-01-01 00:00:00,2023-12-31 00:00:00,co2,297686.9150420508,,annual,,
ABW,transportation,international-aviation,2024-01-01 00:00:00,2024-12-31 00:00:00,co2,330275.0939391487,,annual,,
ABW,transportation,international-aviation,2025-01-01 00:00:00,2025-12-31 00:00:00,co2,92899.60185542978,,annual,,
AFG,transportation,international-aviation,2015-01-01 00:00:00,2015-12-31 00:00:00,co2,182401.29548353533,,annual,,
AFG,transportation,international-aviation,2016-01-01 00:00:00,2016-12-31 00:00:00,co2,166240.8532052993,,annual,,
AFG,transportation,international-aviation,2017-01-01 00:00:00,2017-12-31 00:00:00,co2,178464.25054522126,,annual,,
AFG,transportation,international-aviation,2018-01-01 00:00:00,2018-12-31 00:00:00,co2,199843.3147378348,,annual,,
AFG,transportation,international-aviation,2019-01-01 00:00:00,2019-12-31 00:00:00,co2,210707.5682505692,,annual,,
AFG,transportation,international-aviation,2020-01-01 00:00:00,2020-12-31 00:00:00,co2,125724.26104616962,,annual,,
AFG,transportation,international-aviation,2021-01-01 00:00:00,2021-12-31 00:00:00,co2,103355.71251642524,,annual,,
AFG,transportation,international-aviation,2022-01-01 00:00:00,2022-12-31 00:00:00,co2,67201.116138598,,annual,,
AFG,transportation,international-aviation,2023-01-01 00:00:00,2023-12-31 00:00:00,co2,105520.16583630894,,annual,,
AFG,transportation,international-aviation,2024-01-01 00:00:00,2024-12-31 00:00:00,co2,166873.19963088687,,annual,,
AFG,transportation,international-aviation,2025-01-01 00:00:00,2025-12-31 00:00:00,co2,41729.38786886924,,annual,,
AGO,transportation,international-aviation,2015-01-01 00:00:00,2015-12-31 00:00:00,co2,583850.2095851742,,annual,,
AGO,transportation,international-aviation,2016-01-01 00:00:00,2016-12-31 00:00:00,co2,566725.0009458475,,annual,,
AGO,transportation,international-aviation,2017-01-01 00:00:00,2017-12-31 00:00:00,co2,548216.1513835441,,annual,,
AGO,transportation,international-aviation,2018-01-01 00:00:00,2018-12-31 00:00:00,co2,530381.0491840716,,annual,,
AGO,transportation,international-aviation,2019-01-01 00:00:00,2019-12-31 00:00:00,co2,520850.063609473,,annual,,
AGO,transportation,international-aviation,2020-01-01 00:00:00,2020-12-31 00:00:00,co2,183159.85916740977,,annual,,
AGO,transportation,international-aviation,2021-01-01 00:00:00,2021-12-31 00:00:00,co2,189307.915074764,,annual,,
AGO,transportation,international-aviation,2022-01-01 00:00:00,2022-12-31 00:00:00,co2,349086.1445294694,,annual,,
AGO,transportation,international-aviation,2023-01-01 00:00:00,2023-12-31 00:00:00,co2,438912.9028902988,,annual,,
AGO,transportation,international-aviation,2024-01-01 00:00:00,2024-12-31 00:00:00,co2,441511.0483780173,,annual,,
AGO,transportation,international-aviation,2025-01-01 00:00:00,2025-12-31 00:00:00,co2,102135.2492405574,,annual,,
AIA,transportation,international-aviation,2015-01-01 00:00:00,2015-12-31 00:00:00,co2,557.0158923508366,,annual,,
AIA,transportation,international-aviation,2016-01-01 00:00:00,2016-12-31 00:00:00,co2,3425.321299810001,,annual,,
AIA,transportation,international-aviation,2017-01-01 00:00:00,2017-12-31 00:00:00,co2,3188.242990825451,,annual,,
AIA,transportation,international-aviation,2018-01-01 00:00:00,2018-12-31 00:00:00,co2,1321.4914146429146,,annual,,
AIA,transportation,international-aviation,2019-01-01 00:00:00,2019-12-31 00:00:00,co2,633.1539947117277,,annual,,
AIA,transportation,international-aviation,2020-01-01 00:00:00,2020-12-31 00:00:00,co2,600.3828208228113,,annual,,
AIA,transportation,international-aviation,2021-01-01 00:00:00,2021-12-31 00:00:00,co2,298.7592632834572,,annual,,
AIA,transportation,international-aviation,2022-01-01 00:00:00,2022-12-31 00:00:00,co2,4689.806506802579,,annual,,
AIA,transportation,international-aviation,2023-01-01 00:00:00,2023-12-31 00:00:00,co2,6160.363588494674,,annual,,
AIA,transportation,international-aviation,2024-01-01 00:00:00,2024-12-31 00:00:00,co2,9461.55987412442,,annual,,
AIA,transportation,international-aviation,2025-01-01 00:00:00,2025-12-31 00:00:00,co2,3331.7002919518213,,annual,,
ALA,transportation,international-aviation,2015-01-01 00:00:00,2015-12-31 00:00:00,co2,0.0,,annual,,
ALA,transportation,international-aviation,2016-01-01 00:00:00,2016-12-31 00:00:00,co2,0.0,,annual,,
ALA,transportation,international-aviation,2017-01-01 00:00:00,2017-12-31 00:00:00,co2,0.0,,annual,,
ALA,transportation,international-aviation,2018-01-01 00:00:00,2018-12-31 00:00:00,co2,0.0,,annual,,
ALA,transportation,international-aviation,2019-01-01 00:00:00,2019-12-31 00:00:00,co2,0.0,,annual,,
ALA,transportation,international-aviation,2020-01-01 00:00:00,2020-12-31 00:00:00,co2,0.0,,annual,,
ALA,transportation,international-aviation,2021-01-01 00:00:00,2021-12-31 00:00:00,co2,265.42419659671526,,annual,,
ALA,transportation,international-aviation,2022-01-01 00:00:00,2022-12-31 00:00:00,co2,614.2231155960802,,annual,,
ALA,transportation,international-aviation,2023-01-01 00:00:00,2023-12-31 00:00:00,co2,520.2710923519428,,annual,,
ALA,transportation,international-aviation,2024-01-01 00:00:00,2024-12-31 00:00:00,co2,520.4053681053052,,annual,,
ALA,transportation,international-aviation,2025-01-01 00:00:00,2025-12-31 00:00:00,co2,127.93699437708985,,annual,,
ALB,transportation,international-aviation,2015-01-01 00:00:00,2015-12-31 00:00:00,co2,101113.94553041016,,annual,,
ALB,transportation,international-aviation,2016-01-01 00:00:00,2016-12-31 00:00:00,co2,109870.44149653404,,annual,,
ALB,transportation,international-aviation,2017-01-01 00:00:00,2017-12-31 00:00:00,co2,126431.40917863182,,annual,,
ALB,transportation,international-aviation,2018-01-01 00:00:00,2018-12-31 00:00:00,co2,134473.8779237664,,annual,,
ALB,transportation,international-aviation,2019-01-01 00:00:00,2019-12-31 00:00:00,co2,158465.4048387736,,annual,,
ALB,transportation,international-aviation,2020-01-01 00:00:00,2020-12-31 00:00:00,co2,93397.51993897592,,annual,,
ALB,transportation,international-aviation,2021-01-01 00:00:00,2021-12-31 00:00:00,co2,154464.42019701996,,annual,,
ALB,transportation,international-aviation,2022-01-01 00:00:00,2022-12-31 00:00:00,co2,252325.71745891307,,annual,,
ALB,transportation,international-aviation,2023-01-01 00:00:00,2023-12-31 00:00:00,co2,308136.11829129915,,annual,,
ALB,transportation,international-aviation,2024-01-01 00:00:00,2024-12-31 00:00:00,co2,465246.84246039565,,annual,,
ALB,transportation,international-aviation,2025-01-01 00:00:00,2025-12-31 00:00:00,co2,86890.29807527835,,annual,,
AND,transportation,international-aviation,2015-01-01 00:00:00,2015-12-31 00:00:00,co2,0.0,,annual,,
AND,transportation,international-aviation,2016-01-01 00:00:00,2016-12-31 00:00:00,co2,0.0,,annual,,
AND,transportation,international-aviation,2017-01-01 00:00:00,2017-12-31 00:00:00,co2,0.0,,annual,,
AND,transportation,international-aviation,2018-01-01 00:00:00,2018-12-31 00:00:00,co2,0.0,,annual,,
AND,transportation,international-aviation,2019-01-01 00:00:00,2019-12-31 00:00:00,co2,0.0,,annual,,
AND,transportation,international-aviation,2020-01-01 00:00:00,2020-12-31 00:00:00,co2,0.0,,annual,,
